bucket,vol_state,side,target_atr,stop_atr,horizon,n,target,stop,target_max,stop_min,open_pnl,cost_atr,p_target,p_target_max,p_stop,p_neither,ev_barrier,ev_open,ev_lo,ev_hi,cost,p_null,ev_null,ev_delta,lift,mde,thin,beats_mde,passes,undecided,ev_mirror,ev_sym
"(7.0, 10.0]",EXPANDING,-1,1.5,1.5,60,3761,1679,1586,1694,1571,-16.36712234305247,197.27354096545074,0.4464238234512098,0.4504121244349907,0.42169635735176814,0.13187981919702207,0.03709119914916246,-0.004351800676163911,-0.019713018694098167,-0.00774811574275544,0.05245241716709671,0.42577978203682826,-0.04417421873989698,0.02446120004579881,0.02064404141438153,0.4484074922361966,False,False,False,False,-0.097156718591438,-0.05843486864276808
"(7.0, 10.0]",EXPANDING,-1,1.5,0.75,60,3761,1243,2388,1265,2366,49.21484614601691,197.27354096545074,0.33049720818931133,0.3363467162988567,0.6349375166179207,0.034565275192767864,0.019542674820526455,0.013085574620052356,-0.0198241677265179,-0.006662774480040906,0.05245241716709671,0.31484404359263435,-0.05277378304454427,0.03294961531802637,0.015653164596676983,0.33617058631740615,False,False,False,False,-0.07450488674611676,-0.04716452723631733
"(0.0, 7.0]",EXPANDING,1,4.0,0.75,60,3062,308,2292,314,2286,665.4707195340754,239.44254018301092,0.10058785107772697,0.10254735467015023,0.7485303723056825,0.15088177661659052,-0.15904637491835402,0.21733204426325128,-0.019912416933029222,-0.010604774869018771,0.07819808627792649,0.08303990610328639,-0.03125939854429914,0.01134698161126992,0.01754794497444058,0.09732173713945147,False,True,False,False,-0.11836115875875416,-0.0691367878458917
"(10.0, 14.0]",STABLE,1,1.5,1.0,30,3792,936,1689,939,1686,352.96482237709444,143.52642635421205,0.2468354430379747,0.247626582278481,0.4454113924050633,0.30775316455696206,-0.07515822784810126,0.09308144050028862,-0.01992658332729895,-0.01794873522603313,0.0378497959794863,0.25836566440349173,-0.006614606745470892,-0.013311976581828058,-0.01153022136551704,0.27842407168818256,False,False,False,False,-0.0928811599561861,-0.05640387164174252
"(14.0, inf]",CONTRACTING,-1,0.75,1.5,15,858,378,106,383,101,-119.71018415356569,22.028981079620134,0.4405594405594406,0.44638694638694637,0.12354312354312354,0.43589743589743585,0.1451048951048951,-0.13952235915333996,-0.02009226717154525,-0.006980379059657142,0.02567480312310039,0.4280155642023346,-0.043575812496754435,0.023483545325209184,0.012543876357105965,0.4754719974194683,False,False,False,False,-0.07249384847054956,-0.0462930578210474
"(14.0, inf]",STABLE,1,0.75,1.5,30,2239,1247,528,1255,520,-131.58612798083945,56.67423231965815,0.556945064761054,0.5605180884323359,0.23581956230460027,0.20723537293434574,0.06397945511389012,-0.058770043760982334,-0.02010288535082519,-0.01206358209044109,0.025312296703732983,0.5542958370239149,-0.014917150962809695,-0.005185734388015494,0.0026492277371390482,0.583651770126983,False,False,False,False,-0.0572081327342898,-0.03865550904255749
"(10.0, 14.0]",STABLE,1,1.0,0.75,60,3763,1621,2089,1648,2062,11.77033354384935,142.4723347408888,0.43077331916024447,0.43794844538931704,0.555142173797502,0.014084507042253502,0.014416688812117991,0.0031279121827928118,-0.02031676885385051,-0.00776029795297355,0.03786136984876131,0.4317126801856829,-0.016695908394308366,-0.003620860459542144,-0.000939361025438401,0.45436966006656127,False,False,False,False,-0.0713445677697559,-0.0458306683118032
"(7.0, 10.0]",EXPANDING,-1,2.0,0.5,60,3761,725,2891,740,2876,114.640797667015,197.27354096545074,0.19276788088274396,0.19675618186652485,0.7686785429407073,0.038553576176548754,0.0011964902951342728,0.030481467074452272,-0.020774459797510168,-0.010803707338057897,0.05245241716709671,0.1831642239759489,-0.04676719196588685,0.02599273216837668,0.009603656906795072,0.20102602518481802,False,False,False,False,-0.04393834044230427,-0.03235640011990722
"(7.0, 10.0]",CONTRACTING,-1,3.0,1.5,30,3175,241,903,241,903,732.8238293896154,167.69485600288158,0.07590551181102362,0.07590551181102362,0.2844094488188976,0.6396850393700787,-0.19889763779527558,0.2308106549258631,-0.020904260350635015,-0.020904260350635015,0.052817277481222544,0.07976596059842986,-0.06672018834249258,0.04581592799185756,-0.00386044878740624,0.09353920346048651,False,False,False,False,-0.09827163952905292,-0.05958794993984397
"(14.0, inf]",STABLE,1,2.0,0.5,15,2242,128,1343,135,1336,424.9488189860729,56.74676184629103,0.057091882247992866,0.06021409455842997,0.5990187332738626,0.34388938447814454,-0.1853256021409456,0.189540061992004,-0.02109631706521771,-0.013290786289124938,0.025310776916276107,0.054474708171206226,-0.012898712745607332,-0.008197604319610377,0.0026171740767866394,0.06835447202505988,False,False,False,False,-0.02833527856029351,-0.02471579781275561
"(0.0, 7.0]",EXPANDING,1,3.0,0.5,60,3062,394,2482,405,2471,233.67796874880918,239.44254018301092,0.1286740692357936,0.13226649248856956,0.8105813193990856,0.06074461136512077,-0.019268451992161987,0.07631546987224336,-0.021151068397845113,-0.008577587013129231,0.07819808627792649,0.11277386541471049,-0.04818905322816423,0.02703798483031912,0.01590020382108312,0.12907721710322495,False,False,False,False,-0.11159536643124844,-0.06637321741454677
"(7.0, 10.0]",STABLE,1,2.0,1.5,15,6535,521,1113,521,1113,833.5421964508362,344.38265460412464,0.07972456006120887,0.07972456006120887,0.17031369548584543,0.7499617444529457,-0.09602142310635042,0.12755045087235442,-0.021169159625598847,-0.02116915962559885,0.052698187391602855,0.07927503131216386,-0.04266563226129969,0.021496472635700845,0.00044952874904501117,0.08878655635820584,False,False,False,False,-0.08727804397948245,-0.05422360180254065
"(7.0, 10.0]",EXPANDING,-1,4.0,1.5,60,3761,402,1832,406,1828,1257.603954049823,197.27354096545074,0.10688646636532836,0.10795001329433661,0.48710449348577506,0.40600904014889655,-0.3031108747673491,0.334380205809578,-0.021183086124867793,-0.015333578015322459,0.05245241716709671,0.09327320556181887,-0.05909804410325933,0.037914957978391534,0.013613260803509497,0.10680616039405207,False,True,False,False,0.0238315221599323,0.0013242180175322537
"(10.0, 14.0]",STABLE,1,0.75,1.0,15,3807,1662,1116,1683,1095,-67.41096547920253,144.0679971017326,0.43656422379826637,0.44208037825059104,0.29314420803782504,0.27029156816390865,0.034278959810874705,-0.017707109398267015,-0.021271069761212274,-0.01161779946964411,0.03784292017381996,0.44067592033796016,-0.02003472845034953,-0.0012363413108627437,-0.004111696539693788,0.46324823521680697,False,False,False,False,-0.05866102204473931,-0.03996604590297579
"(0.0, 7.0]",EXPANDING,1,4.0,0.75,30,3153,139,2029,145,2023,1144.3244544529666,245.83373862940914,0.04408499841420869,0.04598794798604504,0.6435141135426578,0.3124008880431336,-0.30629559150015856,0.3629319551071889,-0.021331837670930075,-0.012292827204707438,0.0779682012779604,0.033112893391491954,-0.04560578648697441,0.024273948816044333,0.010972105022716734,0.04237787443438896,False,True,False,False,-0.09986782949485994,-0.060599833582895
"(10.0, 14.0]",EXPANDING,1,3.0,1.5,30,2791,149,899,150,898,945.2317477929475,103.48692488951522,0.053385883195987104,0.05374417771408097,0.32210677176639196,0.6245073450376208,-0.32300250806162667,0.3386713535625036,-0.021409952381428763,-0.019797627050006334,0.037078797882305704,0.049466537342386034,-0.0004886335647507834,-0.02092131881667798,0.0039193458536010695,0.061333644922755295,False,False,False,False,-0.0576654950823334,-0.03953772373188108
"(7.0, 10.0]",STABLE,1,1.5,1.5,30,6501,1942,1927,1944,1925,180.3270346741119,342.64702555540435,0.29872327334256266,0.2990309183202584,0.2964159360098446,0.4048607906475927,0.003461005999077065,0.027738353280127966,-0.021507458988046832,-0.020584524054959613,0.05270681826725186,0.29514146052436674,-0.051677453405255445,0.030169994417208613,0.0035818128181959175,0.31106085823217816,False,False,False,False,-0.08482911247954411,-0.05316828573379547
"(10.0, 14.0]",STABLE,1,1.0,1.0,15,3807,1171,1165,1181,1155,56.06664596548993,144.0679971017326,0.3075912792224849,0.3102180194378776,0.3060152350932493,0.38639348568426585,0.0015760441292356187,0.014727251369973715,-0.02153962467461063,-0.016286144243825233,0.03784292017381996,0.3152685576342788,-0.0166632696882812,-0.004876354986329431,-0.007677278411793886,0.33647266058576286,False,False,False,False,-0.05939969610381469,-0.04046966038921266
"(10.0, 14.0]",STABLE,1,4.0,1.0,15,3807,17,1208,17,1208,1201.0788911063387,144.0679971017326,0.004465458366167586,0.004465458366167586,0.3173102180194379,0.6782243236143946,-0.2994483845547675,0.31549222251282866,-0.021799082215758842,-0.02179908221575884,0.03784292017381996,0.004586602293301147,-0.014489253463595865,-0.007309828752162977,-0.00012114392713356067,0.007943872116407041,False,False,False,False,-0.06780287341865592,-0.04480097781720738
"(10.0, 14.0]",EXPANDING,1,1.0,1.5,30,2791,1345,817,1356,806,-77.05019443013026,103.48692488951522,0.4819061268362594,0.48584736653529204,0.2927266212826944,0.22536725188104617,0.042816194912217845,-0.027606662282382753,-0.021869265252470613,-0.012016166004889101,0.037078797882305704,0.4730843840931135,0.005447664475549482,-0.027316929728020096,0.0088217427431459,0.4995726227954795,False,False,False,False,-0.06324687531043773,-0.04255807028145417
"(7.0, 10.0]",STABLE,1,4.0,0.5,60,6404,304,5110,304,5110,1536.2865687045346,337.6828081939889,0.047470331043098064,0.047470331043098064,0.7979387882573392,0.15459088069956273,-0.20908806995627732,0.23989484208378117,-0.021923210413718655,-0.02192321041371866,0.0527299825412225,0.04487034949267193,-0.04708726331157407,0.025164052897855414,0.0025999815504261364,0.05228166629097478,False,False,False,False,-0.08051698153249363,-0.051220095973106144
"(7.0, 10.0]",CONTRACTING,-1,2.0,1.0,60,3140,879,1848,880,1847,185.24273154593556,165.86538771846006,0.27993630573248407,0.2802547770700637,0.5885350318471337,0.1315286624203822,-0.028662420382165606,0.05899450049233616,-0.02249129177468933,-0.021535877761950477,0.05282337188485989,0.2741074783915821,-0.0472250252667019,0.02473373349201257,0.005828827340901954,0.2965694870591409,False,False,False,False,-0.10153438552334079,-0.062012838649015065
"(10.0, 14.0]",STABLE,1,1.5,1.0,15,3807,543,1199,546,1196,442.76376858917945,144.0679971017326,0.1426319936958235,0.1434200157604413,0.31494615182558444,0.5424218544785921,-0.10099816128184923,0.11630253968720237,-0.022538541768466813,-0.020568486606922287,0.03784292017381996,0.14387447193723596,-0.016317719168165958,-0.006220822600300855,-0.0012424782414124647,0.16002392588251943,False,False,False,False,-0.06559571549481505,-0.04406712863164093
"(10.0, 14.0]",EXPANDING,1,1.5,1.0,30,2791,758,1308,771,1295,211.53510410191646,103.48692488951522,0.2715872447151559,0.2762450734503762,0.46864922966678607,0.259763525618058,-0.061268362594052314,0.07579186818413346,-0.022555292292224565,-0.010910720454173687,0.037078797882305704,0.25836566440349173,-0.006614606745470892,-0.015940685546753673,0.01322158031166415,0.28177211710096584,False,False,False,False,-0.06214142975972231,-0.04234836102597344
"(10.0, 14.0]",EXPANDING,1,0.75,1.5,60,2771,1807,853,1818,842,-35.60470497173675,102.7589053624695,0.6521111512089498,0.6560808372428726,0.307831107903284,0.0400577408877662,0.027336701551786358,-0.01284904546074946,-0.0225960340433801,-0.013664240467053865,0.037083690134417,0.6577082824334229,6.248404258075523e-05,-0.022658518085960856,-0.00559713122447314,0.6828151133299833,False,False,False,False,-0.05626367823142836,-0.039429856137404226
"(14.0, inf]",STABLE,-1,1.5,0.5,15,2242,296,1344,308,1332,234.00681616741042,56.74676184629103,0.1320249776984835,0.13737734165923282,0.5994647636039251,0.2685102586975914,-0.1016949152542373,0.10437413745201178,-0.02263155471850161,-0.01192682679700295,0.025310776916276107,0.13618677042801555,-0.02822301383522177,0.005591459116720158,-0.004161792729532043,0.15684798158832564,False,False,False,False,-0.028904521244493903,-0.02576803798149776
"(10.0, 14.0]",EXPANDING,1,1.5,1.5,30,2791,825,874,834,865,113.43875486955223,103.48692488951522,0.29559297742744534,0.2988176280902902,0.3131494088140451,0.3912576137585096,-0.026334647079899676,0.04064448400915522,-0.02276896095305016,-0.013095008964515584,0.037078797882305704,0.27812803103782735,0.0013036774615056267,-0.024072638414555786,0.017464946389617986,0.30206613233652346,False,False,False,False,-0.06106258680009583,-0.041915773876573
"(7.0, 10.0]",STABLE,1,1.0,1.5,15,6535,2212,1062,2221,1053,-423.4209987264153,344.38265460412464,0.3384850803366488,0.3398622800306044,0.16250956388676358,0.4990053557765876,0.09472073450650344,-0.06479280776226706,-0.022770260647366477,-0.01932726141247742,0.052698187391602855,0.3323509909378914,-0.04768138599958365,0.024911125352217175,0.006134089398757425,0.348733406232608,False,False,False,False,-0.06975983919363064,-0.04626504992049856
"(7.0, 10.0]",STABLE,1,4.0,0.75,30,6501,155,3854,155,3854,2465.0396530991948,342.64702555540435,0.023842485771419782,0.023842485771419782,0.5928318720196892,0.383325642208891,-0.34925396092908784,0.3791785345484071,-0.022782244647932562,-0.022782244647932562,0.05270681826725186,0.02199674122352244,-0.04912907948666393,0.02634683483873137,0.001845744547897342,0.027261953566489167,False,False,False,False,-0.09813820917578846,-0.06046022691186051
"(10.0, 14.0]",EXPANDING,-1,4.0,0.5,15,2800,40,1773,41,1772,766.4822565073341,103.806775555842,0.014285714285714285,0.014642857142857143,0.6332142857142857,0.35250000000000004,-0.2594642857142857,0.2737436630383336,-0.022794471088752814,-0.021187328231609955,0.03707384841280071,0.009535304767652384,-0.05541128985282804,0.032616818764075226,0.004750409518061901,0.015072844328769364,False,False,False,False,-0.05114560943001354,-0.03697004025938318
"(14.0, inf]",STABLE,1,1.0,1.5,15,2242,678,349,681,346,-148.936324717599,56.74676184629103,0.3024085637823372,0.30374665477252455,0.15566458519179305,0.5419268510258697,0.06891168599464764,-0.06643011807207806,-0.022829208993706527,-0.0194839815182382,0.025310776916276107,0.301556420233463,-0.02172175479961685,-0.0011074541940896757,0.0008521435488741957,0.3289039644600402,False,False,False,False,-0.032274888045616255,-0.027552048519661393
"(10.0, 14.0]",EXPANDING,1,3.0,1.0,30,2791,139,1358,141,1356,980.594711780778,103.48692488951522,0.04980293801504837,0.050519527051236114,0.48656395557147974,0.46363310641347183,-0.33715514152633463,0.3513417097028943,-0.02289222970574606,-0.020025873560995073,0.037078797882305704,0.04704170708050436,-0.007997537984636913,-0.014894691721109146,0.002761230934544008,0.05863963279889243,False,False,False,False,-0.05833119006701608,-0.04061170988638107
"(10.0, 14.0]",STABLE,1,3.0,1.0,15,3807,44,1208,44,1208,1132.6452204999343,144.0679971017326,0.01155765694772787,0.01155765694772787,0.3173102180194379,0.6711321250328341,-0.28263724717625427,0.2975164750459507,-0.022963692304123526,-0.022963692304123522,0.03784292017381996,0.012552806276403138,-0.015579292248918183,-0.007384400055205343,-0.0009951493286752683,0.017897828567994222,False,False,False,False,-0.0705522408915503,-0.04675796659783691
"(7.0, 10.0]",EXPANDING,1,3.0,0.5,60,3761,405,3028,415,3018,409.7110658743905,197.27354096545074,0.10768412656208455,0.11034299388460515,0.8051050252592395,0.08721084817867586,-0.07950013294336612,0.10893673647285043,-0.0230158136376124,-0.01370977800879028,0.05245241716709671,0.09199549041713641,-0.04954282001852273,0.026527006380910333,0.015688636144948143,0.1054472186011541,False,True,False,False,-0.004931653679376557,-0.013973733658494478
"(7.0, 10.0]",CONTRACTING,-1,3.0,1.5,15,3194,71,468,71,468,583.7782784176645,168.69632960544712,0.022229179711959923,0.022229179711959923,0.14652473387601753,0.8312460864120226,-0.15309956167814653,0.1827734121533076,-0.0231427837156489,-0.023142783715648905,0.052816634190809994,0.02703897443453916,-0.07019060936594412,0.04704782565029522,-0.004809794722579235,0.035416449986454254,False,False,False,False,-0.0911913196240997,-0.0571670516698743
"(7.0, 10.0]",EXPANDING,-1,2.0,1.5,60,3761,1276,1718,1293,1701,134.9724913197728,197.27354096545074,0.33927147035362937,0.3437915448019144,0.45679340600904017,0.20393512363733046,-0.006647168306301516,0.035887394660934005,-0.023212190812464225,-0.00739193024346662,0.05245241716709671,0.31634723788049607,-0.049560736005804455,0.02634854519334023,0.0229242324731333,0.3377000837059888,False,True,False,False,-0.053952245294452396,-0.03858221805345831
"(14.0, inf]",CONTRACTING,1,1.0,0.75,60,848,343,464,349,458,7.10937092134289,21.794415002467627,0.4044811320754717,0.4115566037735849,0.5471698113207547,0.04834905660377353,-0.00589622641509434,0.008383692124225106,-0.02321349537868483,-0.010831419906986717,0.025700961087815596,0.4216158373461744,-0.0036177394505513935,-0.019595755928133438,-0.01713470527070271,0.46927583905926107,False,False,False,False,-0.03341124506131585,-0.02831237022000034
"(14.0, inf]",STABLE,-1,1.0,0.75,15,2242,654,932,667,919,49.23767906391482,56.74676184629103,0.29170383586083853,0.29750223015165034,0.41570026761819806,0.29259589652096335,-0.02007136485280999,0.02196149824438663,-0.02342064352469947,-0.013273453515778865,0.025310776916276107,0.2884683409975239,-0.0325021667801755,0.00908152325547603,0.0032354948633146474,0.3154815556073905,False,False,False,False,-0.028889707493279345,-0.02615517550898941
